"Repository","Filename","Filetype","Lines"
"vsr-bookshelf","CoverImageGenerator.java","java",129
"vsr-bookshelf","BookSourceFileMetadata.kt","kt",13
"vsr-bookshelf","BookFileList.java","java",17
"vsr-bookshelf","BookSourceCoverImage.java","java",14
"vsr-bookshelf","BookFileRead.java","java",84
"vsr-bookshelf","BookFileResource.kt","kt",194
"vsr-bookshelf","BookAdminResource.kt","kt",340
"vsr-bookshelf","BuildResourcesJson.kt","kt",4
"vsr-bookshelf","BookDto.kt","kt",215
"vsr-bookshelf","BuildBookJson.java","java",210
"vsr-bookshelf","BookListReportGenerator.java","java",100
"vsr-bookshelf","BuilderDataIntegrityViolationException.java","java",9
"vsr-bookshelf","BookBuildResource.kt","kt",143
"vsr-bookshelf","BookBuildRead.kt","kt",31
"vsr-bookshelf","JobLogRead.java","java",37
"vsr-bookshelf","BookBuildList.java","java",25
"vsr-bookshelf","BookBuildStatusDto.java","java",19
"vsr-bookshelf","EntitlementInsertDTO.kt","kt",22
"vsr-bookshelf","EntitlementUpdateDTO.kt","kt",8
"vsr-bookshelf","EntitlementDTO.kt","kt",36
"vsr-bookshelf","EntitlementsBulkDTO.kt","kt",29
"vsr-bookshelf","EntitlementBulkResource.kt","kt",35
"vsr-bookshelf","EntitlementResource.kt","kt",99
"vsr-bookshelf","EntitlementsHistoryListDTO.kt","kt",31
"vsr-bookshelf","EntitlementHistoryResource.kt","kt",51
"vsr-bookshelf","UserNote.kt","kt",9
"vsr-bookshelf","UserNotePost.kt","kt",12
"vsr-bookshelf","UserNoteList.kt","kt",2
"vsr-bookshelf","UserNoteAdminResource.kt","kt",53
"vsr-bookshelf","UserId.kt","kt",13
"vsr-bookshelf","Device.kt","kt",13
"vsr-bookshelf","UserListFilter.kt","kt",9
"vsr-bookshelf","DeviceList.kt","kt",2
"vsr-bookshelf","User.kt","kt",22
"vsr-bookshelf","DownloadList.kt","kt",2
"vsr-bookshelf","LocalUser.kt","kt",27
"vsr-bookshelf","UserList.kt","kt",4
"vsr-bookshelf","Download.kt","kt",11
"vsr-bookshelf","UserAdminResource.kt","kt",207
"vsr-bookshelf","PublisherList.java","java",26
"vsr-bookshelf","PublisherRead.java","java",46
"vsr-bookshelf","PublisherTitle.java","java",28
"vsr-bookshelf","PublisherResource.kt","kt",93
"vsr-bookshelf","CategoryList.java","java",26
"vsr-bookshelf","CategoryRead.java","java",46
"vsr-bookshelf","CategoryTitle.kt","kt",17
"vsr-bookshelf","CategoryResource.kt","kt",91
"vsr-bookshelf","ApplicationScopesList.kt","kt",6
"vsr-bookshelf","ApplicationScopesResource.kt","kt",44
"vsr-bookshelf","CacheResource.kt","kt",44
"vsr-bookshelf","TenantRead.java","java",37
"vsr-bookshelf","TenantInsert.java","java",39
"vsr-bookshelf","TenantList.java","java",25
"vsr-bookshelf","TenantUpdate.java","java",18
"vsr-bookshelf","TenantResource.kt","kt",78
"vsr-bookshelf","SearchIndexJsonException.java","java",8
"vsr-bookshelf","IndexationException.java","java",8
"vsr-bookshelf","TestParserQuery.kt","kt",187
"vsr-bookshelf","MultipleSearchResponseDTO.kt","kt",15
"vsr-bookshelf","SearchDTO.kt","kt",8
"vsr-bookshelf","MultipleSearchDTO.kt","kt",9
"vsr-bookshelf","SearchResponseDTO.kt","kt",16
"vsr-bookshelf","BookSearchEntry.kt","kt",35
"vsr-bookshelf","BookSearchResource.kt","kt",85
"vsr-bookshelf","ArticleMatchedSpans.java","java",51
"vsr-bookshelf","PlainAnalyzer.java","java",23
"vsr-bookshelf","ElasticSearchConfig.java","java",70
"vsr-bookshelf","ResultSearchTermsWithOffset.java","java",42
"vsr-bookshelf","ExcerptHighlight.java","java",164
"vsr-bookshelf","BookSearchService.kt","kt",399
"vsr-bookshelf","ElasticSearchExample.java","java",67
"vsr-bookshelf","StudentDeviceResource.kt","kt",48
"vsr-bookshelf","dto.kt","kt",12
"vsr-bookshelf","BookProps.kt","kt",3
"vsr-bookshelf","dto.kt","kt",67
"vsr-bookshelf","UserStateResource.kt","kt",184
"vsr-bookshelf","AddBookOpenActionExecuter.kt","kt",71
"vsr-bookshelf","BookBookmarkPayload.kt","kt",2
"vsr-bookshelf","AddBookArchiveActionExecuter.kt","kt",70
"vsr-bookshelf","BookArchivePayload.java","java",21
"vsr-bookshelf","AddBookBookmarkActionExecuter.kt","kt",90
"vsr-bookshelf","AddBookHighlightActionExecuter.kt","kt",96
"vsr-bookshelf","BookOpenPayload.java","java",25
"vsr-bookshelf","BookPositionPayload.java","java",33
"vsr-bookshelf","BookHighlightPayload.java","java",66
"vsr-bookshelf","AddBookPositionActionExecuter.kt","kt",69
"vsr-bookshelf","Bookmark.kt","kt",2
"vsr-bookshelf","BookmarksAndHighlights.kt","kt",2
"vsr-bookshelf","CurrentPosition.kt","kt",2
"vsr-bookshelf","ChangeBookState.kt","kt",5
"vsr-bookshelf","Highlight.kt","kt",7
"vsr-bookshelf","GetBookState.kt","kt",5
"vsr-bookshelf","BookState.kt","kt",5
"vsr-bookshelf","BookStudentResource.kt","kt",243
"vsr-bookshelf","MySelfResource.kt","kt",50
"vsr-bookshelf","MySelf.kt","kt",18
"vsr-bookshelf","MySelfService.java","java",28
"vsr-bookshelf","ReaderResource.kt","kt",33
"vsr-bookshelf","dto.kt","kt",47
"vsr-bookshelf","DeviceResource.kt","kt",121
"vsr-bookshelf","dto.kt","kt",35
"vsr-bookshelf","BookOfflineResource.kt","kt",210
"vsr-bookshelf","BookListFilter.kt","kt",80
"vsr-bookshelf","BaseController.kt","kt",249
"vsr-bookshelf","LogErrorDao.java","java",59
"vsr-bookshelf","RateLimitExceededException.java","java",11
"vsr-bookshelf","JoinPointToStringHelper.java","java",55
"vsr-bookshelf","RateLimiterAspect.java","java",60
"vsr-bookshelf","RateLimit.java","java",29
"vsr-bookshelf","FrontendJsonFiles.kt","kt",103
"vsr-bookshelf","FrontendLoadConfig.kt","kt",65
"vsr-bookshelf","FrontendProperties.kt","kt",27
"vsr-bookshelf","FrontendMessageProperties.kt","kt",16
"vsr-bookshelf","NotFoundException.kt","kt",16
"vsr-bookshelf","Filter.java","java",66
"vsr-bookshelf","JsonBookBuildHash.java","java",25
"vsr-bookshelf","CreatedId.java","java",18
"vsr-bookshelf","FilterBoolean.java","java",4
"vsr-bookshelf","PagedList.java","java",20
"vsr-bookshelf","UsernamePasswordWithIdpAuthenticationToken.java","java",18
"vsr-bookshelf","RawAccessJwtToken.java","java",45
"vsr-bookshelf","AccessJwtToken.java","java",26
"vsr-bookshelf","JwtToken.java","java",6
"vsr-bookshelf","JwtSettings.java","java",113
"vsr-bookshelf","JwtTokenUtils.java","java",18
"vsr-bookshelf","JwtTokenFactory.java","java",114
"vsr-bookshelf","LocalUsersListDTO.java","java",26
"vsr-bookshelf","UserDTO.java","java",62
"vsr-bookshelf","LoginRequest.java","java",31
"vsr-bookshelf","LocalUserFilter.java","java",34
"vsr-bookshelf","LocalUserDTO.java","java",52
"vsr-bookshelf","ForgotPasswordDTO.kt","kt",9
"vsr-bookshelf","JwtAuthenticationToken.java","java",54
"vsr-bookshelf","InvalidForgotPasswordTokenException.kt","kt",9
"vsr-bookshelf","AuthMethodNotSupportedException.java","java",10
"vsr-bookshelf","DeactivatedDeviceTokenAuthenticationException.kt","kt",9
"vsr-bookshelf","InvalidDeviceTokenAuthenticationException.kt","kt",9
"vsr-bookshelf","JwtExpiredTokenException.java","java",23
"vsr-bookshelf","InvalidJwtToken.java","java",5
"vsr-bookshelf","PasswordStrengthException.kt","kt",9
"vsr-bookshelf","TooManyLocalAuthenticationsException.kt","kt",10
"vsr-bookshelf","TokenAwareAuthenticationFailureHandler.java","java",77
"vsr-bookshelf","CheckTokenStatus.java","java",32
"vsr-bookshelf","JwtTokenAuthenticationProcessingFilter.java","java",194
"vsr-bookshelf","CookieAuthenticationProvider.java","java",51
"vsr-bookshelf","TokenExtractor.java","java",6
"vsr-bookshelf","JwtHeaderTokenExtractor.java","java",25
"vsr-bookshelf","BloomFilterTokenVerifier.java","java",13
"vsr-bookshelf","TokenVerifier.java","java",11
"vsr-bookshelf","SessionLoginDao.java","java",69
"vsr-bookshelf","RestAuthenticationEntryPoint.java","java",48
"vsr-bookshelf","Role.java","java",111
"vsr-bookshelf","LoginAuthenticationProvider.java","java",32
"vsr-bookshelf","IdentityProviderUserService.java","java",10
"vsr-bookshelf","CommonUserContext.java","java",191
"vsr-bookshelf","IdentityProviderInteface.java","java",13
"vsr-bookshelf","CommonUserDetailsService.java","java",142
"vsr-bookshelf","AuthenticationResource.java","java",84
"vsr-bookshelf","RestLoginProcessingFilter.java","java",95
"vsr-bookshelf","User.java","java",38
"vsr-bookshelf","TokenAwareAuthenticationSuccessHandler.java","java",118
"vsr-bookshelf","ErrorCode.java","java",20
"vsr-bookshelf","ErrorResponse.java","java",47
"vsr-bookshelf","BeckerFlywayMigrationStrategy.java","java",83
"vsr-bookshelf","AppFeature.java","java",13
"vsr-bookshelf","CommonWebSecurityConfigurationAdapter.java","java",52
"vsr-bookshelf","AbstractDao.kt","kt",97
"vsr-bookshelf","ExcelReportGenerator.java","java",269
"vsr-bookshelf","ToCSV.java","java",685
"vsr-bookshelf","BuildProperties.java","java",114
"vsr-bookshelf","HmacToken.java","java",56
"vsr-bookshelf","HmacAuthenticationProcessingFilter.java","java",69
"vsr-bookshelf","HmacAuthenticationProvider.java","java",62
"vsr-bookshelf","AuthenticatedUser.java","java",58
"vsr-bookshelf","Paged.java","java",34
"vsr-bookshelf","SortColumn.java","java",27
"vsr-bookshelf","FileHelpers.java","java",69
"vsr-bookshelf","DaoTools.java","java",12
"vsr-bookshelf","HashUtils.java","java",97
"vsr-bookshelf","CookieUtils.java","java",19
"vsr-bookshelf","RunCommand.java","java",548
"vsr-bookshelf","AuthorizationUtil.java","java",233
"vsr-bookshelf","JsonUtils.java","java",38
"vsr-bookshelf","UrlUtils.kt","kt",38
"vsr-bookshelf","Holder.java","java",34
"vsr-bookshelf","ObjectUtils.java","java",54
"vsr-bookshelf","MessageFormatter.java","java",12
"vsr-bookshelf","MimeTypeUtils.java","java",21
"vsr-bookshelf","MediaType.java","java",119
"vsr-bookshelf","RequestUtils.java","java",21
"vsr-bookshelf","DateTimeUtils.java","java",6
"vsr-bookshelf","ZipUtils.java","java",140
"vsr-bookshelf","LoggingFilter.java","java",43
"vsr-bookshelf","AuthenticatedUserIdGetter.java","java",6
"vsr-bookshelf","RequestWrapper.java","java",60
"vsr-bookshelf","UrlRewriteFilter.java","java",97
"vsr-bookshelf","TeePrintWriter.java","java",38
"vsr-bookshelf","ResponseWrapper.java","java",67
"vsr-bookshelf","PerformanceMonitorFilter.java","java",78
"vsr-bookshelf","ValidateXHeadersFilter.java","java",99
"vsr-bookshelf","JsonError.java","java",27
"vsr-bookshelf","CustomObjectMapper.java","java",47
"vsr-bookshelf","ControllerError.java","java",44
"vsr-bookshelf","VsrOfflineRestController.java","java",15
"vsr-bookshelf","CommonBaseController.kt","kt",339
"vsr-bookshelf","VsrAdminRestController.java","java",15
"vsr-bookshelf","VsrApiRestController.java","java",15
"vsr-bookshelf","build.gradle","gradle",584
"vsr-bookshelf","known_hosts","txt",10
"vsr-bookshelf","index.html","html",34
"vsr-bookshelf","dependencies.sh","sh",1
"vsr-bookshelf","appspec.yml","yml",29
"vsr-bookshelf","start-server.sh","sh",27
"vsr-bookshelf","stop-server.sh","sh",15
"vsr-bookshelf","filebeat.yml","yml",14
"vsr-bookshelf-frontend","bundle-analyzer.js","js",12
"vsr-bookshelf-frontend","gen-db.js","js",94
"vsr-bookshelf-frontend","common.js","js",129
"vsr-bookshelf-frontend","gen-zip.js","js",60
"vsr-bookshelf-frontend","build.js","js",17
"vsr-bookshelf-frontend","books.test","test",47
"vsr-bookshelf-frontend","file.mock","mock",0
"vsr-bookshelf-frontend","svg.file","file",7
"vsr-bookshelf-frontend","book-list-row-item.disable","disable",87
"vsr-bookshelf-frontend","book-list-item-builder.tsx","tsx",62
"vsr-bookshelf-frontend","book-list.disable","disable",145
"vsr-bookshelf-frontend","book-list-grid-item.disable","disable",48
"vsr-bookshelf-frontend","book-search-desktop.test","test",168
"vsr-bookshelf-frontend","book-details-screen.test","test",146
"vsr-bookshelf-frontend","book-details-header.test","test",25
"vsr-bookshelf-frontend","book-details-header.test","test",53
"vsr-bookshelf-frontend","book-details-screen.test","test",1495
"vsr-bookshelf-frontend","book-details-metadata.test","test",3709
"vsr-bookshelf-frontend","book-table-of-contents-builder.tsx","tsx",35
"vsr-bookshelf-frontend","book-metadata-input-builder.tsx","tsx",18
"vsr-bookshelf-frontend","book-details-metadata.test","test",50
"vsr-bookshelf-frontend","user-profile.test","test",84
"vsr-bookshelf-frontend","user-profile.test","test",43
"vsr-bookshelf-frontend","header.test","test",435
"vsr-bookshelf-frontend","header.test","test",93
"vsr-bookshelf-frontend","screen-detector-builder.ts","ts",27
"vsr-bookshelf-frontend","settings.json","json",2
"vsr-bookshelf-frontend","README.md","md",138
"vsr-bookshelf-frontend","yarn.lock","lock",7836
"vsr-bookshelf-frontend","vsr-bookshelf-frontend","Unknown",1
"vsr-bookshelf-frontend","tslint.json","json",7
"vsr-bookshelf-frontend","vsr-bookshelf-frontend","Unknown",1
"vsr-bookshelf-frontend","Dockerfile","Dockerfile",14
"vsr-bookshelf-frontend","vsr-bookshelf-frontend","Unknown",5
"vsr-bookshelf-frontend","globals.d","d",5
"vsr-bookshelf-frontend","svg-sprite.d","d",9
"vsr-bookshelf-frontend","pusher-js.d","d",230
"vsr-bookshelf-frontend","systemjs.d","d",0
"vsr-bookshelf-frontend","cssmodules.d","d",0
"vsr-bookshelf-frontend","hmr.d","d",1
"vsr-bookshelf-frontend","require.d","d",5
"vsr-bookshelf-frontend","package.json","json",145
"vsr-bookshelf-frontend","product-switch-error.ts","ts",1
"vsr-bookshelf-frontend","product-switch.ts","ts",15
"vsr-bookshelf-frontend","offline-pusher.ts","ts",11
"vsr-bookshelf-frontend","common-services-provider.tsx","tsx",21
"vsr-bookshelf-frontend","xhr-promise-api.ts","ts",18
"vsr-bookshelf-frontend","auth-api.ts","ts",26
"vsr-bookshelf-frontend","auth-api-types.ts","ts",17
"vsr-bookshelf-frontend","student-api-types.ts","ts",186
"vsr-bookshelf-frontend","student-api.ts","ts",157
"vsr-bookshelf-frontend","api-client.ts","ts",379
"vsr-bookshelf-frontend","api-url-to-absolute.ts","ts",6
"vsr-bookshelf-frontend","post-form-data.ts","ts",80
"vsr-bookshelf-frontend","services-provider.tsx","tsx",27
"vsr-bookshelf-frontend","with-services.tsx","tsx",35
"vsr-bookshelf-frontend","sorting.ts","ts",46
"vsr-bookshelf-frontend","assets.ts","ts",16
"vsr-bookshelf-frontend","pub-sub.ts","ts",35
"vsr-bookshelf-frontend","routes.ts","ts",32
"vsr-bookshelf-frontend","on-enter-handlers.ts","ts",50
"vsr-bookshelf-frontend","api-failure-modal.tsx","tsx",114
"vsr-bookshelf-frontend","customized-modal.tsx","tsx",52
"vsr-bookshelf-frontend","impersonate-mode.tsx","tsx",78
"vsr-bookshelf-frontend","is-admin.ts","ts",18
"vsr-bookshelf-frontend","is-super-admin.ts","ts",18
"vsr-bookshelf-frontend","animation.tsx","tsx",58
"vsr-bookshelf-frontend","fonts.global","global",61
"vsr-bookshelf-frontend","reset.global","global",42
"vsr-bookshelf-frontend","all.global","global",17
"vsr-bookshelf-frontend","media.ts","ts",46
"vsr-bookshelf-frontend","date-utils.ts","ts",5
"vsr-bookshelf-frontend","validators.tsx","tsx",51
"vsr-bookshelf-frontend","immutable-utils.ts","ts",5
"vsr-bookshelf-frontend","url-helpers.ts","ts",56
"vsr-bookshelf-frontend","fire-and-forget-http-post.ts","ts",14
"vsr-bookshelf-frontend","url-parser.ts","ts",47
"vsr-bookshelf-frontend","form-changed.ts","ts",24
"vsr-bookshelf-frontend","svg-icons.ts","ts",67
"vsr-bookshelf-frontend","messages.ts","ts",42
"vsr-bookshelf-frontend","system-config.ts","ts",90
"vsr-bookshelf-frontend","helpers.ts","ts",27
"vsr-bookshelf-frontend","browser-history.ts","ts",6
"vsr-bookshelf-frontend","user-settings.ts","ts",105
"vsr-bookshelf-frontend","user.ts","ts",87
"vsr-bookshelf-frontend","api-failure.ts","ts",52
"vsr-bookshelf-frontend","action.ts","ts",6
"vsr-bookshelf-frontend","call-api-middleware.ts","ts",78
"vsr-bookshelf-frontend","common-state.ts","ts",11
"vsr-bookshelf-frontend","impersonate-header.tsx","tsx",75
"vsr-bookshelf-frontend","impersonate-user-panel.tsx","tsx",47
"vsr-bookshelf-frontend","anchor-link.tsx","tsx",24
"vsr-bookshelf-frontend","dropdown-item.tsx","tsx",40
"vsr-bookshelf-frontend","popover.tsx","tsx",63
"vsr-bookshelf-frontend","popover-panel.tsx","tsx",26
"vsr-bookshelf-frontend","radial-progress.tsx","tsx",76
"vsr-bookshelf-frontend","svg-icon.tsx","tsx",19
"vsr-bookshelf-frontend","more-options.tsx","tsx",117
"vsr-bookshelf-frontend","modal-title.tsx","tsx",66
"vsr-bookshelf-frontend","modal.tsx","tsx",71
"vsr-bookshelf-frontend","confirmation-modal.tsx","tsx",50
"vsr-bookshelf-frontend","feedback-modal.tsx","tsx",71
"vsr-bookshelf-frontend","infinite-scroller.tsx","tsx",65
"vsr-bookshelf-frontend","close-pop-up-detector.tsx","tsx",58
"vsr-bookshelf-frontend","long-press.tsx","tsx",64
"vsr-bookshelf-frontend","success-icon.tsx","tsx",21
"vsr-bookshelf-frontend","error-icon.tsx","tsx",21
"vsr-bookshelf-frontend","warning-icon.tsx","tsx",21
"vsr-bookshelf-frontend","spinner.tsx","tsx",30
"vsr-bookshelf-frontend","image-fallback.tsx","tsx",33
"vsr-bookshelf-frontend","labelwithicon.tsx","tsx",35
"vsr-bookshelf-frontend","h1.tsx","tsx",10
"vsr-bookshelf-frontend","message.tsx","tsx",40
"vsr-bookshelf-frontend","base-button.tsx","tsx",57
"vsr-bookshelf-frontend","primary-button.tsx","tsx",18
"vsr-bookshelf-frontend","secondary-button.tsx","tsx",18
"vsr-bookshelf-frontend","long-press-button.tsx","tsx",95
"vsr-bookshelf-frontend","warning-button.tsx","tsx",21
"vsr-bookshelf-frontend","table.tsx","tsx",61
"vsr-bookshelf-frontend","loading-cell.tsx","tsx",25
"vsr-bookshelf-frontend","index.html","html",16
"vsr-bookshelf-frontend","route-hooks.ts","ts",22
"vsr-bookshelf-frontend","book-build-duration.ts","ts",35
"vsr-bookshelf-frontend","published-status.ts","ts",4
"vsr-bookshelf-frontend","edit-publisher.ts","ts",17
"vsr-bookshelf-frontend","activate-publisher.ts","ts",14
"vsr-bookshelf-frontend","deactivate-publisher.ts","ts",14
"vsr-bookshelf-frontend","create-publisher.ts","ts",23
"vsr-bookshelf-frontend","get-publishers.ts","ts",22
"vsr-bookshelf-frontend","index.ts","ts",5
"vsr-bookshelf-frontend","admin-types.ts","ts",3
"vsr-bookshelf-frontend","enable-user-book-entitlement.ts","ts",16
"vsr-bookshelf-frontend","add-user-book-entitlement.ts","ts",33
"vsr-bookshelf-frontend","get-users.ts","ts",24
"vsr-bookshelf-frontend","disable-user-book-entitlement.ts","ts",15
"vsr-bookshelf-frontend","deactivate-user-device.ts","ts",17
"vsr-bookshelf-frontend","impersonate-user-login.ts","ts",14
"vsr-bookshelf-frontend","get-user-book-entitlements.ts","ts",22
"vsr-bookshelf-frontend","get-user.ts","ts",25
"vsr-bookshelf-frontend","get-user-devices.ts","ts",18
"vsr-bookshelf-frontend","edit-user-book-entitlement.ts","ts",28
"vsr-bookshelf-frontend","index.ts","ts",47
"vsr-bookshelf-frontend","activate-user-device.ts","ts",18
"vsr-bookshelf-frontend","deactivate-category.ts","ts",14
"vsr-bookshelf-frontend","activate-category.ts","ts",14
"vsr-bookshelf-frontend","create-category.ts","ts",23
"vsr-bookshelf-frontend","edit-category.ts","ts",17
"vsr-bookshelf-frontend","index.ts","ts",5
"vsr-bookshelf-frontend","get-categories.ts","ts",21
"vsr-bookshelf-frontend","get-book-file.ts","ts",18
"vsr-bookshelf-frontend","get-book-source-cover-image.ts","ts",19
"vsr-bookshelf-frontend","get-book-files.ts","ts",16
"vsr-bookshelf-frontend","upload-book-file.ts","ts",24
"vsr-bookshelf-frontend","index.ts","ts",24
"vsr-bookshelf-frontend","get-book-file-metadata.ts","ts",20
"vsr-bookshelf-frontend","get-export-books-link.ts","ts",15
"vsr-bookshelf-frontend","publish-book.ts","ts",17
"vsr-bookshelf-frontend","check-if-book-key-is-unique.ts","ts",35
"vsr-bookshelf-frontend","get-books.ts","ts",32
"vsr-bookshelf-frontend","set-category.ts","ts",17
"vsr-bookshelf-frontend","edit-book.ts","ts",16
"vsr-bookshelf-frontend","unpublish-book.ts","ts",16
"vsr-bookshelf-frontend","get-book.ts","ts",24
"vsr-bookshelf-frontend","set-publisher.ts","ts",17
"vsr-bookshelf-frontend","index.ts","ts",86
"vsr-bookshelf-frontend","create-book.ts","ts",13
"vsr-bookshelf-frontend","admin-api.ts","ts",103
"vsr-bookshelf-frontend","get-book-builds.ts","ts",17
"vsr-bookshelf-frontend","get-book-build.ts","ts",22
"vsr-bookshelf-frontend","get-book-build-logs.ts","ts",23
"vsr-bookshelf-frontend","create-book-build.ts","ts",15
"vsr-bookshelf-frontend","index.ts","ts",25
"vsr-bookshelf-frontend","get-tenants.ts","ts",13
"vsr-bookshelf-frontend","create-tenant.ts","ts",18
"vsr-bookshelf-frontend","edit-tenant.ts","ts",18
"vsr-bookshelf-frontend","index.ts","ts",4
"vsr-bookshelf-frontend","build-get-books-filter.tsx","tsx",75
"vsr-bookshelf-frontend","pusher-notifications-channel.ts","ts",41
"vsr-bookshelf-frontend","external-notifications-channel-factory.ts","ts",8
"vsr-bookshelf-frontend","iexternal-notifications-channel.ts","ts",6
"vsr-bookshelf-frontend","external-events-to-redux-actions-mapper.ts","ts",59
"vsr-bookshelf-frontend","external-notifications-redux-bridge.ts","ts",71
"vsr-bookshelf-frontend","breadcrumb-builder.tsx","tsx",7
"vsr-bookshelf-frontend","book-build-status.ts","ts",22
"vsr-bookshelf-frontend","admin-services-provider.tsx","tsx",23
"vsr-bookshelf-frontend","routes.ts","ts",132
"vsr-bookshelf-frontend","on-enter-handlers.ts","ts",136
"vsr-bookshelf-frontend","publishers.tsx","tsx",174
"vsr-bookshelf-frontend","users.tsx","tsx",258
"vsr-bookshelf-frontend","nav-options-panel.tsx","tsx",58
"vsr-bookshelf-frontend","categories.tsx","tsx",165
"vsr-bookshelf-frontend","create-book.tsx","tsx",198
"vsr-bookshelf-frontend","edit-book.tsx","tsx",296
"vsr-bookshelf-frontend","books.tsx","tsx",320
"vsr-bookshelf-frontend","book-form.tsx","tsx",672
"vsr-bookshelf-frontend","build-details-page.tsx","tsx",331
"vsr-bookshelf-frontend","book-details-page.tsx","tsx",592
"vsr-bookshelf-frontend","user-info.tsx","tsx",112
"vsr-bookshelf-frontend","notifications-panel.tsx","tsx",102
"vsr-bookshelf-frontend","user-details.tsx","tsx",508
"vsr-bookshelf-frontend","error-page.tsx","tsx",65
"vsr-bookshelf-frontend","generic-list.tsx","tsx",256
"vsr-bookshelf-frontend","tenant.tsx","tsx",151
"vsr-bookshelf-frontend","react-datepicker.custom","custom",31
"vsr-bookshelf-frontend","app.tsx","tsx",243
"vsr-bookshelf-frontend","html-utils.ts","ts",5
"vsr-bookshelf-frontend","index.tsx","tsx",25
"vsr-bookshelf-frontend","pusher.ts","ts",2
"vsr-bookshelf-frontend","api.ts","ts",4
"vsr-bookshelf-frontend","messages.ts","ts",41
"vsr-bookshelf-frontend","book-form-validations.ts","ts",40
"vsr-bookshelf-frontend","file-extensions.ts","ts",50
"vsr-bookshelf-frontend","get-list-of-tenants.ts","ts",0
"vsr-bookshelf-frontend","store.ts","ts",30
"vsr-bookshelf-frontend","build-status-changes.ts","ts",49
"vsr-bookshelf-frontend","notifications.ts","ts",70
"vsr-bookshelf-frontend","global-error.ts","ts",46
"vsr-bookshelf-frontend","tenants.ts","ts",168
"vsr-bookshelf-frontend","reducer.ts","ts",20
"vsr-bookshelf-frontend","action.ts","ts",6
"vsr-bookshelf-frontend","remove-notification-after-ms.ts","ts",30
"vsr-bookshelf-frontend","allstate.ts","ts",14
"vsr-bookshelf-frontend","logo.tsx","tsx",46
"vsr-bookshelf-frontend","disabled-status-label.tsx","tsx",14
"vsr-bookshelf-frontend","active-status-label.tsx","tsx",14
"vsr-bookshelf-frontend","input-file.tsx","tsx",258
"vsr-bookshelf-frontend","input.tsx","tsx",27
"vsr-bookshelf-frontend","text-area.tsx","tsx",19
"vsr-bookshelf-frontend","clear-icon.tsx","tsx",40
"vsr-bookshelf-frontend","search-input.tsx","tsx",40
"vsr-bookshelf-frontend","input-with-dropdown.tsx","tsx",139
"vsr-bookshelf-frontend","input-with-feedback.tsx","tsx",99
"vsr-bookshelf-frontend","search-input-icon.tsx","tsx",61
"vsr-bookshelf-frontend","multi-input.tsx","tsx",155
"vsr-bookshelf-frontend","action-link.tsx","tsx",32
"vsr-bookshelf-frontend","grid.tsx","tsx",193
"vsr-bookshelf-frontend","page-size-dropdown.tsx","tsx",76
"vsr-bookshelf-frontend","pagination-wrapper.tsx","tsx",73
"vsr-bookshelf-frontend","range-of-current-page-items.tsx","tsx",46
"vsr-bookshelf-frontend","table-column-header.tsx","tsx",62
"vsr-bookshelf-frontend","select.tsx","tsx",10
"vsr-bookshelf-frontend","dropdown.tsx","tsx",39
"vsr-bookshelf-frontend","popover-right.tsx","tsx",53
"vsr-bookshelf-frontend","multi-select.tsx","tsx",75
"vsr-bookshelf-frontend","form-label.tsx","tsx",6
"vsr-bookshelf-frontend","editable-list.tsx","tsx",163
"vsr-bookshelf-frontend","box-title.tsx","tsx",7
"vsr-bookshelf-frontend","box-loading.tsx","tsx",14
"vsr-bookshelf-frontend","main-box.tsx","tsx",17
"vsr-bookshelf-frontend","box.tsx","tsx",30
"vsr-bookshelf-frontend","box-body.tsx","tsx",38
"vsr-bookshelf-frontend","datepicker.tsx","tsx",65
"vsr-bookshelf-frontend","file-info.tsx","tsx",42
"vsr-bookshelf-frontend","list-of-students.tsx","tsx",103
"vsr-bookshelf-frontend","search-list-of-students.tsx","tsx",118
"vsr-bookshelf-frontend","header-link.tsx","tsx",59
"vsr-bookshelf-frontend","header-navbar.tsx","tsx",64
"vsr-bookshelf-frontend","header-user-info.tsx","tsx",33
"vsr-bookshelf-frontend","root-container.tsx","tsx",39
"vsr-bookshelf-frontend","breadcrumb.tsx","tsx",82
"vsr-bookshelf-frontend","header-nav-options.tsx","tsx",36
"vsr-bookshelf-frontend","header-dropdown.tsx","tsx",99
"vsr-bookshelf-frontend","header-button-icon.tsx","tsx",6
"vsr-bookshelf-frontend","header.tsx","tsx",42
"vsr-bookshelf-frontend","book-list.tsx","tsx",112
"vsr-bookshelf-frontend","cover-previewer.tsx","tsx",59
"vsr-bookshelf-frontend","cover-file-upload.tsx","tsx",96
"vsr-bookshelf-frontend","book-file-upload.tsx","tsx",42
"vsr-bookshelf-frontend","book-id-form-field.tsx","tsx",50
"vsr-bookshelf-frontend","book-form-ui.tsx","tsx",188
"vsr-bookshelf-frontend","export-excel-button.tsx","tsx",31
"vsr-bookshelf-frontend","book-new-file-warning-modal.tsx","tsx",89
"vsr-bookshelf-frontend","book-metadata-form-fields.tsx","tsx",140
"vsr-bookshelf-frontend","book-input-search.tsx","tsx",42
"vsr-bookshelf-frontend","build-details-actions.tsx","tsx",63
"vsr-bookshelf-frontend","build-details.tsx","tsx",169
"vsr-bookshelf-frontend","book-status-label.tsx","tsx",26
"vsr-bookshelf-frontend","book-build-details.tsx","tsx",56
"vsr-bookshelf-frontend","book-actions.tsx","tsx",0
